         2011094 function calls (1975504 primitive calls) in 3.133 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:75(VectorParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:864(StixSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:903(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:959(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:966(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:97(RasterParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:970(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
    154/1    0.000    0.000    0.000    0.000 _mathtext_data.py:1722(_normalize_stix_fontcodes)
      690    0.000    0.000    0.000    0.000 _mathtext_data.py:1724(<genexpr>)
       12    0.000    0.000    0.000    0.000 _mathtext_data.py:1726(<listcomp>)
      4/1    0.000    0.000    0.000    0.000 _mathtext_data.py:1728(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _max_len_seq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _measurements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:32(SimplePath)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _methods.py:42(_amax)
        4    0.000    0.000    0.000    0.000 _methods.py:46(_amin)
        1    0.000    0.000    0.000    0.000 _mgc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mgc.py:17(_ParallelP)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _minimize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.013    0.013 _morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _morestats.py:1170(_BigFloat)
        1    0.000    0.000    0.000    0.000 _morestats.py:2577(_ABW)
        1    0.000    0.000    0.000    0.000 _morestats.py:4242(DirectionalStats)
        1    0.000    0.000    0.000    0.000 _morphology.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _multicomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multicomp.py:25(DunnettResult)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:24(MultiUFunc)
        8    0.000    0.000    0.000    0.000 _multiufuncs.py:25(__init__)
      120    0.000    0.000    0.000    0.000 _multiufuncs.py:43(<genexpr>)
        8    0.000    0.000    0.000    0.000 _multiufuncs.py:61(_override_key)
        2    0.000    0.000    0.000    0.000 _multiufuncs.py:66(_override_ufunc_default_args)
        4    0.000    0.000    0.000    0.000 _multiufuncs.py:69(_override_ufunc_default_kwargs)
        4    0.000    0.000    0.000    0.000 _multiufuncs.py:72(_override_resolve_out_shapes)
        8    0.000    0.000    0.000    0.000 _multiufuncs.py:80(_override_finalize_out)
        1    0.000    0.000    0.004    0.004 _multivariate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1011(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1112(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:121(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1369(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1531(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1639(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1816(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1881(wishart_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1993(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:209(multi_rv_generic)
       17    0.000    0.000    0.000    0.000 _multivariate.py:214(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:243(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2496(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2562(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2678(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:293(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3045(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3146(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3251(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3479(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3536(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3610(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3700(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3730(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3797(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3853(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3883(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:392(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3959(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4106(random_correlation_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4150(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4209(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4266(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4331(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4414(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4800(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4905(multivariate_hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5018(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5312(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5358(random_table_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5425(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5713(random_table_frozen)
        9    0.000    0.000    0.000    0.000 _multivariate.py:5779(_docfill)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5793(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5859(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5923(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6025(dirichlet_multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6132(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6247(dirichlet_multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6281(vonmises_fisher_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6492(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6884(vonmises_fisher_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6988(normal_inverse_gamma_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:7276(normal_inverse_gamma_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:862(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _natype.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _natype.py:11(_create_binary_propagating_op)
        4    0.000    0.000    0.000    0.000 _natype.py:56(_create_unary_propagating_op)
        1    0.000    0.000    0.000    0.000 _natype.py:64(NAType)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _nbit_base.py:52(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:6(NBitBase)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:61(_256Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:67(_128Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:72(_96Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:77(_80Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:82(_64Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:87(_32Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:92(_16Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:97(_8Bit)
        1    0.000    0.000    0.000    0.000 _ndbspline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndbspline.py:26(NdBSpline)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.018    0.018 _ndimage_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndimage_api.py:16(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:21(_NestedSequence)
        1    0.000    0.000    0.010    0.010 _new_distributions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:108(_moment_central_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:117(_sample_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:125(StandardNormal)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:14(Normal)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:150(_pdf_formula)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:165(_icdf_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:204(_LogUniform)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:270(Uniform)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:296(__init__)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:299(_process_parameters)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:307(_pdf_formula)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:324(_icdf_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:333(_mode_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:336(_median_formula)
        5    0.000    0.000    0.000    0.000 _new_distributions.py:339(_moment_raw_formula)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:343(_moment_central_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:348(_sample_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:355(_Gamma)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:44(__new__)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:55(_pdf_formula)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:70(_icdf_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:93(_median_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:96(_mode_formula)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:99(_moment_raw_formula)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1018(Anderson)
        8    0.000    0.000    0.000    0.000 _nonlin.py:117(_set_doc)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1174(DiagBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1242(LinearMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1288(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1351(KrylovJacobian)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1553(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1565(<listcomp>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1568(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:30(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:317(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:381(Jacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:453(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:588(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:614(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _nonlin.py:842(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _nonlin.py:954(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _npyio_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:174(OddsRatioResult)
        1    0.000    0.000    0.001    0.001 _ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:1049(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:110(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1121(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1209(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1250(lsoda)
